INFO 2022-07-11 13:52:39,694 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,695 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,695 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,695 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,695 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,696 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,696 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,696 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,696 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,696 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,696 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,696 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,696 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,696 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,696 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,696 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,696 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,696 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,696 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,696 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,696 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,696 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,696 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,696 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,696 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,696 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,697 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,697 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,697 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,697 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,697 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,697 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,697 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,697 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,697 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,697 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,697 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,697 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,697 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,697 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
INFO 2022-07-11 13:52:39,697 - Current attributes to compare: type, name, description, options, default_member_permissions, dm_permission, name_localizations, description_localizations.
